ISO3,country_name,region,income_group,population,gdp_ppp,total_ghg,co2_fossil,ghg_per_capita,re_share_elec,ndgain_rank,ndgain_vuln,ndgain_ready,data_year,source_primary
GRC,Greece,Europe,,10407351,242946187738,59.59953689575195,51.988224029541016,5.464576721191406,49.724,,,,2024,Supabase
WSM,Samoa,Oceania,,216663,1044909500,0.28883323073387146,0.23484499752521515,0.9737231135368347,40,,,,2024,Supabase
FLK,Falkland Islands,Americas,,3662,,,,,0,,,,2024,Supabase
CAF,Central African Republic,Africa,,5152421,2555492086,3.006319999694824,0.38927900791168213,12.017012596130371,100,,,,2024,Supabase
ROU,Romania,Europe,,19061062,347757995759,84.7193374633789,67.86602020263672,4.752768516540527,49.798,,,,2024,Supabase
UMI,United States Minor Outlying Islands,Americas,,,,,,,,,,,2024,Supabase
TJK,Tajikistan,Asia,,10389799,12244169293,13.207660675048828,10.26428508758545,1.9924440383911133,92.593,,,,2024,Supabase
BHS,Bahamas,Americas,,399440,15271300000,3.3274128437042236,2.9561219215393066,8.386436462402344,0.976,,,,2024,Supabase
VAT,Vatican City,Europe,,882,,,,,,,,,2024,Supabase
BHR,Bahrain,Asia,,1577059,46192260638,62.87900924682617,38.78669357299805,40.08789825439453,0.249,,,,2024,Supabase
THA,Thailand,Asia,,71702435,515906283941,307.1758728027344,264.7336730957031,6.267803192138672,15.628,,,,2024,Supabase
SWE,Sweden,Europe,,10536632,578990915246,43.01963806152344,36.708595275878906,5.446230411529541,69.478,,,,2024,Supabase
VGB,British Virgin Islands,Americas,,38985,,0.19221264123916626,0.18538500368595123,5.168976783752441,0,,,,2024,Supabase
GGY,Guernsey,Europe,,64781,,,,,,,,,2024,Supabase
GTM,Guatemala,Americas,,18124838,104368755055,31.874759674072266,19.736068725585938,3.653320074081421,74.517,,,,2024,Supabase
SYR,Syria,Asia,,23594623,24813792465,35.668312072753906,31.673643112182617,1.6567572355270386,4.382,,,,2024,Supabase
TKM,Turkmenistan,Asia,,7364438,45894538666,112.81452178955078,95.42076873779297,18.0184326171875,0.03,,,,2024,Supabase
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,227882945,487387801881,293.14453125,129.3760986328125,1.710859775543213,22.889,,0.481085,0.252553,2024,Supabase
KOR,South Korea,East Asia & Pacific,High income,51712619,1844800934392,624.1875610351562,589.178466796875,12.230706214904785,9.019,,0.357,0.722,2023,Supabase
USA,United States,North America,High income,336806231,27292170793214,5606.2431640625,4918.40673828125,17.696815490722656,22.679,,0.312019,0.647313,2024,Supabase
DEU,Germany,Europe & Central Asia,High income,83287273,4562207532490,629.89892578125,593.7659912109375,8.084842681884766,53.29,,0.301489,0.681611,2024,Supabase
BRA,Brazil,Latin America & Caribbean,Upper middle income,211140729,2191131869706,679.5128784179688,483.991943359375,13.345686912536621,88.941,,0.36852,0.350466,2024,Supabase
BGD,Bangladesh,South Asia,Lower middle income,171466990,437415333018,132.20547485351562,104.52667236328125,1.3688856363296509,1.62,,0.568383,0.279308,2024,Supabase
